username,comment,sentiment
@anwarawa7334,"Dengan menonton video ini kita jadi lebih tahu bagaimana orang yang tidak memiliki kapabilitas apapun mencoba mengajarkan orang lain yang lebih pintar dan paham akan segala hal. Layaknya mencoba mengajarkan cara berenang kepada para² ikan. Jadi cukup 5 tahun aja. Jangan mencoba lebih dari itu. Cukup 10 tahun yang lalu, rakyat sengsara lahir dan batin",negatif
@rizkiamalia8793,"Semangat editor, kalian sungguh bekerja keras mengahadapi muka tembok ini berjam jam selama ngedit",positif
@pinkgangsta6157,"salah satu peran pemerintah dalam menghadapi generasi muda adalah mematikan kreativitas dan kesempatan kerja industri kreatif para lokal artis commis, 3D designer, pelukis, digital designer dll dengan gencar mempromosikan produk AI.  Menggambar melukis itu untuk mengekspresikan diri, mengeluarkan perasaan, emosi dari dalam diri. Tanpa ragu-ragu mewarnai, menggoreskan kuas, menjadi diri sendiri yang bebas. Karena kalau ragu-ragu itu tidak lagi menjadi karya yang sempurna, karena ada perasaan yang tertahan, takut salah, bingung, dll. Seperti menari dan menyanyi juga. Seni harus ada dalam kehidupan ini untuk menjaga diri kita agar tetap waras.  Sedangkan AI akan menghilangkan proses panjang itu semua. Menghilangkan proses memahami diri sendiri, menyusun pesan, menyampaikan perasaan, mengekspresikan diri. Ada proses gagal, salah, diperbaiki, mencari referensi, berpikir, memilih, menentukan mana yang lebih baik, sampai menentukan udah sampai disini sudah cukup hasilnya bagus dan merasa bangga.  AI generated image itu secara etika sangat melukai human artist & menghalangi manusia menjadi manusia.  Dalam seni dan dalam hidup ini yang paling penting adalah   itulah esensi kehidupan, dari kita lahir hingga mati, tidak instan, bukan karbitan. tidak ada jalan pintas. semua dijalani satu persatu. perlahan.",negatif
@Iloverainnnn,enak yah punya ordal.,negatif
@WandererLost-k4e,"terima kasih mas Gibran, kehadiran anda memanasi tekad saya untuk meraih pendidikan lebih tinggi biar bisa ngata2in lebih kritis dan masuk akal",positif
@tranhxindinh,"Pantas bersyukur punya wapres yg menguasai teknologi canggih, fasih berbicara dlm berbagai bhs dan disegani reputasinya oleh pemimpin dunia…    Dia yang tak terlupakan BJ Habibie",positif
@Wawa70-x6n,"Contoh anak muda yang berhasil mendapatkan jabatan tanpa perjuangan dan prestasi, tanpa pendidikan yang mumpuni, memang hebat karena akan tercatat dalam sejarah Indonesia sepanjang masa.apa pantas dijadikan contoh oleh generasi muda Indonesia kedepan?",positif
@mbelzz840,MANTEP UDAH JUTAAN YG NONTON,negatif
@EvaTresnawati-oe2xm,Terima kasih mas waspres karna menyediakan kolom komentar untuk kami meluapkan esmosi udah gedek banget kitaaa,positif
@wendytauruss,"Halo AI, tolong analisa video diatas. AI : Video ini tampaknya ingin terlihat dalam dan filosofis, tapi malah tenggelam dalam retorika kosong. Visual dramatis dan musik intens terasa seperti upaya menutupi minimnya substansi. Tidak ada argumen logis, data, atau kerangka teori—hanya opini yang dikemas estetik. Cocok untuk yang suka gaya, tapi sayangnya miskin isi. Ilusi kedalaman, bukan kedalaman itu sendiri.",positif
@manataka1819,"Semakin scroll kolom komentar kebawah MAKIN KEREN AJAH, salut sama kalian, kalian pengamat yang cerdas, salut dengan team editor muda totalitas memoles doi, semoga doi bisa berkaca dan coba merenung pencapaian apa kalau tdk ada bapak....sehingga merubah judul ini menjadi GENERASI MUDAH,BONUS DARI KELUARGA, MASABODO INDONESIA.",positif
@kunk8789,Masih teringat makan jagung bakar,positif
@diptabaswara8689,"""Pemerintah tidak akan dapat melakukan pembangunan sendirian. Pemerintah tidak akan dapat bekerja sendirian dalam mewujudkan kemajuan negeri yang kita cintai"" one question, emangnya pemerintah mau dengerin warganya? Diberi masukan sama warganya aja, warganya disiramin air, dihajar habis habisan, dan dikasih gas air mata. Yang kritik diterror, giliran lapor ke pemerintah terkait terrornya reaksinya malah bercanda yang kelewat batas. Kalau mau kaya narasi yang disampaikan, sekarang pemerintah tinggal pilih aja, mau terus ngikutin dan dengerin gengnya aja yang kemungkinan besar penuh keserakahan atau lihat realitas yang ada dan maju kedepan.",negatif
,Disini gk ada buzzer guys wkwkwkw kasihan,negatif
@987mviews,"Padat, berbobot, faktual, full daging  Terbaik emang videonya Ferry Irwandi",positif
@paranoia7584,Bonus demografi katanya peluang emas. Untung kita sudah punya contoh nyata: generasi muda yang langsung dikasih jabatan tanpa perlu repot-repot berjuang.,netral
@GiwahChannel,"Pilpres belum setahun berlalu, daya ingat netizen masih fresh, proses pencalonan Gibran, jadi apapun yg dikatakan Gibran mengenai anak muda pasti anak muda akan geleng2.  Mengenai AI aku suka hasil Dr. Rismon dan Roy Suryo",positif
@KrisLegendGaming,Daya Rusaknya sangat dahsyat. Mdh2an cepat pulih ini negri.,negatif
@ekaprasetya755,"Aing nyerah. Sejauh aing scroll kebawah, gak nemu satupun komen positif.",negatif
@ezzz999,Sudah yappingnya?,positif
@MariatiSerui,berjuang sendiri cari pekerjaan sendiri tanpa bantuan orang tua ... bangga nya diri ku mendapatkan pekerjaan tanpa bantuan orang tua dan tidak membayar orang dalam Alhamdulillah berkah.. untuk ank2 muda jangan meniru hal yg salah d melanggar,positif
@mikoanjasmoro,Bonus demografi: Kerjaan dicarikan orang tua,netral
@andriaffandi4583,"Harus banyak belajar dengan Beliau, gimana caranya bisa punya rasa ga tau malu kaya gini",negatif
@ardiryozho5557,Angka yang ngelike kok tiba2 banyak ckckckck,negatif
@royalrich2802,"Oh, ini dia nih, Pak Wapres kita yang 'lahir dari keberuntungan' ..berani kasih wejangan soal bonus demografi pas doorstop?.  Padahal, beliau kan jadi wapres contoh nyata 'perjuangan' anak muda jalur VIP, bukan lewat keringat... inspiratif sekali buat kita yang nggak punya bapak 'level dewa' .  Ini pasti tulus demi masa depan bangsa, bukan cuma buat 'pemanasan' jelang pilpres!",positif
@Veaaalmi14,"Kalau di tik tok video ini pasti banya pujian dan sanjungan .tp jangan harap kau akan dapatkan dari netizen pengguna you tube,karena banyak yg waras disini.",positif
@buddyarchuleta4833,tampil untuk dipuja × tampil untuk dihujat✓,positif
@DevisriWahyuni-m1k,Inilah kualitas wapres pilihan usman,netral
@gusbeka7547,Benar-benar lulusan Luar Negeri yang diidolakan Anak-anak Muda semua.... Terimakasih Doktor Anies Baswedan,positif
@TMlightworker-1111,"Puji syukur kehadirat Tuhan yang maha esa, aku ga ikutan milih doi waktu pemilu, jadi ga merasa bersalah sama bangsa ini. Terima kasih Tuhan masih memberikan aku pemikiran yang lebih jernih",positif
@gebaskaras,"suka bgt liat mas Gibran, begonya natural",positif
@BhogelSaybani,Hebat anak muda ini.meobrak-obrik dunia perpolitikan.salut syasampe mantan jedral ketar-ketir,negatif
@trisnomuhamad7855,"Selama bapak kalian punya kuasa, paman kalian punya jabatan, masa depan emas pasti kalian dapatkan. Itu!!!",netral
@Jeffdkidchannel,Gibran ga sadar para kreator animasi menentang adanya AI,netral
@tessakotzen3952,Bapakmu hebat dalam mendidikmu menjadi sosok yang tidak tau malu,positif
@arbipramata7909,Editor berkelas,positif
,(Berkata kata kasar tapi sambil senyum),negatif
@noninjd,"Mata emang gk bisa bohong ya, kelihatan sekali lagi baca teks dan isi video kebanyakan seputar informasi tanpa ada Solusi, solusi kongkrit yang bisa langsung dieksekusi dalam jangka waktu dekat. Bonus demografi jika tidak bisa dimanfaatkan dgn tepat dapat menjadi malapetaka buat negeri. PR pemerintah nih dalam hal ini, harus dimulai dari sekarang dengan pemerataan pendidikan & pelatihan yg berkualitas di seluruh Indonesia, pembukaan lapangan pekerjaan sebesar-besarnya. Jika mendukung animasi dalam negeri mulai galakan ekonomi kreatif lebih giat lagi agar tercipta lapangan pekerjaan bagi para animator dan meminimalisir pengunaan AI dalam desain (terutama desain yang terhubung dengan pemerintahan) dan masih banyak lagi yang harus dilakukan pemerintahan agar bonus demografi tidak berdampak buruk bagi negara ini.",positif
@mabwise7354,"argumentasi yang dijelaskan sangat bagus gaperlu fafufafu ataupun omon omon, langsung ke intinya dan sangat mudah dimengerti. mantap dan sukses selalu pak rocky gerung",positif
@elenalynn5701,Tumben gg bahas Kebun binatang lagi,negatif
@imhngryvrh,"Said gibran ""Era kompetisi saat ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat beradaptasi"".   Said realita ""Di era kompetisi ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat dirangkul oleh orang orang dalam untuk menyelamatkan karir dan hidup anda""",netral
@yogiliau1998,Salah satu prestasi saya: Mampu nonton video ini sampai selesai.  Bentar lagi mau self reward. Minum yang manis-manis. Soalnya habis mual.,positif
@sarares7188,"“pemerintah tidak dapat bekerja sendirian”, tapi giliran seneng2, ga mau ajak rakyatnya",negatif
@sjw6441,Widih like sama view nya naik le,positif
@RRSHORTS-g7i,Disini asik komennya Buzernya dikit Kalau di Instagram ternaknya rame..,positif
@mikeT696,"Sebuah motivasi dan inspirasi hidup.. Hidup ini bukan tentang siapa diri Anda , tetapi yang PALING PENTING SIAPA BAPAK ANDA...",positif
@steverubio6072,Ini membuktikan 2 hal: 1. Memimpin membutuhkan skill yang minimal cukuplah. 2. Memilih pemimpin juga membutuhkan skill yang cukup.,netral
@__-wt8qk,"Next bikin video komentar kenapa 103 jendral, 73 laksamana, 66 marsekal, 91 kolonel purnawirawan minta lo turun jd wapres yaaa mas gibran",netral
@affifnafsi,"Pak Wapres, bicara langsung ke mahasiswa dan rakyat²....pasti ada interaksi....kalo begini bagaimana mau ada interaksi??? Komen aja tidak ditanggapi... Tanya jawab langsung kan lebih mengena... Kalo cari subscriber ya tinggal beli bisa pak...",netral
@RipperDipper-b1v,"Saya setelah nonton full video ini & mendengar dengan sepenuh hati seluruh perkataannya, saya merasa menjadi tambah cerdas dan brilian bagaikan AI, seperti sehabis mengkonsumsi MBG 58 porsi & dilengkapi minuman Asam Sulfat yg penuh nutrisi. Terima kasih agan Fufufafa",positif
@HpInfinix-lt6qu,"Begitu berat ujian bangsa ini hrs menerima wapres sprt ini..semoga bangsa ini diberi ketabahan dan kekuatan.dari Sabang sampe Merauke..ibarat kata membeli kucing dlm karung...dan kucing itu ngeang ngeong TDK tentu arah,bahkan TDK ngerti maksud dan arti apa yg SDH  kluar dari mulutnya .",positif
@mugglewong,"Kangen era fufufafa, lebih natural",positif
@Makhfud18,Anda tanpa bapak hanyalah mas mas biasa,positif
@annisafitri9183,Stop bringing jumbo to your own agenda! THEY NEVER USE AI. THOSE ARE ANIMATORS WHO WORKING HARD IN 5 YEARS!,negatif
@hafizhzakiirsyad9233,"Kampanye Pilpres pakai AI, Kampanye MBG pakai AI, Tau2 mau pansos boomingnya film animasi Jumbo karya anak bangsa yang tidak pakai AI, WTF !!!!",netral
@ajengamalia351,"Kayaknya dia ga pernah baca komen di semua akunnya ya, makanya sampe sekarang masih gak tau malu  ini bener2 definisi dari ""dihina tak tumbang""",negatif
@cukilvu,"betul pa wapres ,apa mungkin jg bnyk pabrik tekstil di indonesia bangkrut ternyata pada beralih ke cina yg sudah menerap kan dark factory yg mayoritas pengerjaan nya menggunakan AI selama 24 jam nontsop",negatif
@desypuspita4058,Tata cara nonton video Mas Gibran : 1. Buka videonya 2. Dislike 3. Pause 4. Baca komennya  Selamat mencoba,netral
@diter55,"guys stop komen fakta, gw capek ngelike nya",negatif
@FebryPaw,"Dihina tdk tumbang , dipuji tdk pantas baaaang ...",positif
@QalbFarhan-c8z,"Wapresku tercinta, optimis Indonesia makin maju dibawah beliau. Bismillah 2034 RI 01",positif
@wildanhasim2163,"Luar biasa dedikasinya untuk bangsa ini, semangat juang yang tak kenal menyerah dan khazanah keilmuan yang tiada duanya. Ilmu kelas dunia yang diraih dari kuliah luar negeri bisa diaplikasikan dengan sangat mengagumkan. Terima kasih Eyang BJ Habibie",positif
@redhair9504,Akhirnya Pak Ma'ruf Amien yg jarang terdengar kiprahnya selama menjabat terlihat jauh lebih berkualitas dibanding si anak yang dicarikan kerja sama bapaknya ini.,positif
@W.SetiawanBarito,"anda tidak mencontohkan seperti yg anda bicarakan... anda bukan pekerja keras...anda bukan pekerja keras, anda memulai dari atas...semua sudah di siapkan..pekerjaan sudah di siapkan, modal sudah di siapkan...jabatan sudah di siapkan....usaha anda banyak yg bangkrut...coba bagaimana anda meyakinkan anak muda generasi muda...sedangkan anda tidak pernah susah dan bukan seorang petarung tanggunh.",positif
@Cukom_adventure,Wapres keren wapres hebat  Bismillah wakil direktur misalkan,positif
@mprimayudhistira3689,"“Fake likes” yang sedemikian masif menggambarkan betapa yg diperdulikan adalah “citranya” bukan keresahan mengapa masyarakat sampai mendislike video beliau.  Entah siapa yg membiayai, Karena jika ditanya, negara akan berkilah dan bilang “itu adalah suara rakyat.”  Bagaimana bisa isi kolom komentar dipenuhi dengan hujatan, tapi video tersebut di sukai sedemikian banyak hanya dalam waktu singkat?  Mereka pikir kita bego?",negatif
@evanurulamalia,Indonesia tidak hanya sepak bola saja bapak. Banyak sekali sektor-sektor lain yang lebih penting untuk dimajukan. Generasi emas dimulai dari pendidikan yang unggul dan baik. Juga dimulai dari pemerintahan yang beradab dan amanah.,netral
@RudiBorneoOfficial,Kebanyakan yang kesini cuma hujat.. tapi emang mau ngarepin apa lagi ya dari video ini,negatif
@slumpgod4512,"Buat sekelas wapres pake bot like, gimana mau ngajarin jujur menjijikan",negatif
@xyzyxyz,Indonesia butuh banyak orang jujur dan beradab. Bukan yg menghalalkan semua cara untuk ambisi diri.,negatif
@Onta3gypt,"Mas, fyi anda adalah contoh matinya meristokrasi di negara kita.  Hobi komentarin semua pencapaian dan keberhasilan orang lain dan mengkreditnya seolah-olah itu semua terjadi karena jasa anda",negatif
@oncemore5627,Gua yakin dia nggak paham 90% dari apa yg dia omongkan,negatif
@AIDENYTH,Gada pertanyaan ?...Ok selanjutnya yang mau presentasi,netral
@unpamti,"Jika Anda merasa tidak berguna dan hanya beban, lihatlah wapres ini, niscaya Anda akan merasa jauh lebih baik.",netral
@duisatryaw4531,bonus dari bapak  bonus mengacak-acak MK,netral
@kr_ds,"Alhamdulillah, terimakasih Bj Habibie",positif
@efulsaeful723,"Gw sih sebenernya lebih kasian ke Mas Gibran, mungkin dilain tempat dia bisa lebih baik. Lebih berkembang daripada dipaksakan buat posisi yang sebenernya dia belom paham2 banget, mungkin didunia digital, dunia bisnis kuliner atau potensi2 lain yang beliau bisa.",negatif
,wallahi we are finished,negatif
@ravizakaria8774,Video nya sudah sesuai ekspektasi saya kpd Gibran   Nol Gagasan,positif
@Cintasenjasenja,"Dalam Sujud Terakhir ku setiap Sholat 5 waktu atau sholat Tahajjud aku selalu berdoa dan doa ku selalu ku ulang2, ya Alloh Wapres  Tolong di ganti ya Alloh",netral
@marshallpanda,Awokawok like nembus 120k cik,positif
@arianagrandee10,the power of bapakkk manusia sekosong ini bisa jadi wapres,negatif
@zulthyr1852,"Terima kasih Mas Gibran, sudah bisa menginspirasi teman saya yang sudah lumpuh 10 tahun untuk berdiri dan berjalan lagi hanya untuk mengepause dan mendislike video ini.",positif
@aisali6630,Satu keluarga sudah  bertahun2 merasakan kenyamanan  cuma rakyat yg dapat kesengsaraan,positif
@bocilindonesia,"Mas gibran, negara harusnya hadir bukan hanya motivasi, biar motivasi tugasnya motivator. Ayo mas buat program2 nyata seperti memasukan kurikulum AI disekolah2, meningkatkan literasi membaca setiap kecamatan disiapkan taman membaca, dan setiap inovasi didanai untuk mampu bersaing dikancah internasional. Kita telah melewati era mobil listrik, dimana pemuda kita yg jauh2 dari jepang untuk mengembangkan mobil listrik, dicampakan begitu saja, akhirnya sekelas vietnam malah membangun pabrik ditanah kita. Kita gak kekurangan orang2 pintar, tapi negara harus hadir memfasilitasi, tidak hanya motivasi.",netral
@MuhRaihaan,"Cocok buat orang yang engga bisa tidur, boleh di coba nonton ini, dijamin ngantuk",positif
@muhammadalamin8303,"AI memang bukan ancaman, karena Pak Joko adalah ancaman yg sebenarnya!",negatif
@zuhudassyafamuhammad7360,"Ke kampus pak, bahas bahaya hatespeech akun kaskus Fufufafa terhadapa etika bermedia sosial",netral
@AFSCHAI,"Pak wapres bisa ga aturan maximal usia lamaran kerja di revisi, cari kerja susah masa ada batas maximal usia...",netral
@rizkysnp19,dateng - pause video (biar ga brisik) - baca komen : itu saya,negatif
@gusbeka7547,Benar2 cerdas dan patut jadi contoh terbaik bagi generasi muda  Terimakasih Bapak Prof Dr BJ Habibie,positif
@bangcultonoptik5793,Luar biasa paman MK Anwar Usman  & pak'e jokowi Terima kasih telah meloloskan keponakan & pewaris tahta. Meski hrs mengubah UU demi memuluskan jalannya menjadi wapres termuda dalam sejarah RI.  Kami menunggu kapan pengadilan dunia/akhirat itu akan tiba?,netral
@richhornie7000,"Dislike-nya aja nol, pasti video ini sangat dicintai segenap lapisan masyarakat dan netizen di seluruh Indonesia",positif
@vocabot-p,"kmaren bilang yg ga ikut pake AI kemunduran, kok skrg bawa2 Jumbo?  ga bisa pak, ga bisa. anda saja tidak mendukung industri kreatif dengan statement yg mendorong penggunaan generative AI yang dalam dunia kreatif sangat tidak etis.",negatif
@JPL_RED,"Terima kasih mas Gibran sudah membuat video yang sangat menghibur di kolom komentar, Semangat terus  membuat video kocak!!!!",netral
@sekilasperubahaniklim,"Mas Wapres, tolong jangan ditutup ya channelnya. Aku suka deh lihat komen-komennya",netral
@BungHars,"Semoga pilpres 2029 banyak calon presiden pilihan rakyat, prediksi yang akan maju calon presiden 2029 antara lain: Anies, Egi Sujana, Faisal Asagaf, rizal fadilah,said didu, Amien rais, Rocky gerung, roy panci, hasto,rismon Sianipar, dr.Tifa, refli Harun, fery amsari, ikrar nusa bakti, ray rangkuti, conie, sutiyoso dan fachrul razi. (mimpi  nih ye)",netral
@lyliach_,Lorem ipsumnya ga dibaca dek?,negatif
@bocahangon7459,setuju dg petisi para purnawirawan untuk memakzulkan anak haram konstitusi.. Siapa lagi yg setuju?,netral
@Shinsusenjuu,"Sekali-kali lihat kamera mas, jangan baca terus",negatif
@Xiaou_miu,"Halah bilang bangga sama film animasi lokal ""jumbo"". Padahal waktu animator lokal Indonesia berjuang pemerintah malah pakai AI, Pemerintah kemana ajaa? Giliran udah sukses sok""an bangga, giliran waktu berjuang pemerintah malah ILANG.",positif
@yehudaelaby,Beli like bjir,negatif
@juneisme30,"Disaat animasi lokal paling keren sekarang ini yaitu jumbo sukses untuk langkah awal, Pemerintah? ""numpang dulu nih"" padahal gak tahu menahu, iklan aja pakai ai. Itu... Mereka animator buat pakai tangan, otak dan isi hati",positif
@haritsadityo4467,Gaya ngomongnya positif banget Mas Gibran ini.   Positif narkoba,positif
@MajeliskopiTV,Maju terus mas wapres,netral
@Griyotjoekoer,Salah satu anak muda Indonesia yg tahan malu,negatif
@nad7282,u didnt just put jumbo and AI in the same frame lmao,netral
@ipanmaulana1284,"Sebagai anak muda yang tumbuh di tengah semangat ""bonus demografi,"" saya kecewa. Kita punya begitu banyak SDM kreatif, pekerja seni, animator, hingga pembuat film yang berdedikasi—salah satunya film Jumbo, hasil karya anak bangsa yang dikerjakan selama hampir lima tahun dan kini menembus panggung internasional.  Namun ironisnya, saat momen penting seperti ucapan Lebaran dari Wakil Presiden malah dibuat oleh AI. Ini bukan sekadar soal teknologi, ini tentang pesan—dan pesan itu jadi hambar ketika disampaikan tanpa sentuhan manusia Indonesia sendiri. Lebih mengecewakan lagi, ketika justru karya anak bangsa malah “diklaim” seolah menjadi bagian dari pencapaian pihak tertentu yang selama ini tak terlihat nyata mendukungnya.  Kalau betul kita menyambut era AI, mestinya kita bisa menempatkan AI sebagai alat, bukan pengganti kreativitas rakyat. Apalagi di negara dengan potensi luar biasa seperti ini.  Ini bukan tentang menolak teknologi, ini tentang keberpihakan. Apakah pemimpin kita berpihak pada kemudahan digital, atau pada darah dan taluk rakyatnya sendiri?",negatif
@KusMiah-r3o,Yg setuju gibran mundur LIKE ! Mas mending sampeyam pikirkan rakyat yg susah cari kerja .,negatif
@farm_ro,Dislike Lo 20k Like cuma 2k modal buzzer  Wapres sampah,negatif
@ank30-v5b,"Kebiasaan jdi benalu, pas ada momen film animasi yg lgi hype langsung riding the wave wkwkwk pdhl dia aja dukung penggunaan AI di dunia kreatif. Kocak lu gib",positif
@zainmuhammad9156,komentar disini semakin menunjukkan bahwa orang Indonesia jujur-jujur,positif
@Iwan_ariff,"Sportif dong Fufufafa, . Jangan hide dislike nya ..!!",negatif
@dzakwanrizky,"saran aja sih mundur aja dari jabatan wakil presiden, karena sudah merusak konstitusi negara",negatif
@dimasjaka,"Nonton ini di kamar mandi, alhamdulillah BAB lancar",positif
@essoviuszero,"Baru kali ini liat wapres dikatain banyak orang, setelah liat komentar di sini",negatif
@MildaMustamin,Udah yappingnya?,negatif
@TiffJoy710,"Selama ini saya percaya ""jgn pandang siapa yg bicara, tapi apa yg dia bicarakan."" Ternyata saya salah, kdang kita perlu melihat ""siapa yg bicara""",negatif
@RamadhanFerdian,"DATANG, BINGUNG, PULANG",negatif
@edwardhana1222,Kesini cuma mau unlike ada?,negatif
@novemsupriadi5481,Sedih sekali uang pajak kita untuk beli like,negatif
@ardznight,Langkah² dalam menonton video ini : - pause video - dislike videonya - buka komentar - like komentar. Terakhir videonya direport,netral
@biintangkurniawan,"Jir, like nya tiba² ngelonjak naik, Papah sewain bot dongggg",negatif
@ariefirawan4548,"Kerjaan bapak cuma datang kunjungan ke acara peresmian/pameran celingak celinguk muter muter bentar, ga ada kata sambutan, trus pulang, amazing wkwkwkwk",positif
@Velaveli09,"Mas Wapres, anda ini perwakilan anak muda...tinggalkanlah gaya2 komunikasi orang tua kita, biar itu jd bagian pak Pres aja...seharusnya video yg anda take itu yg bisa menjelaskan langkah2 riil pemerintah to the point, berdasarkan fakta, dan menarik...seperti anak muda sekarang ini. Di video ini sama skl tdk ada penjelasan solusi mengenai penyediaan lapangan kerja, seperti buat video demi memperbanyak konten dan click bait saja. Do you home work lah!",netral
@ar-rashiid_stone,"Diajak diskusi ke kampus kampus gak berani, giliran bikin video mah gercep, ups lupa liat skrip sih ya",negatif
@whocare2285,BUAT YANG KEPO AMA DISLIKE NYA. SAAT INI DI ANGKA 45RIBU DISLIKE. TERIMA KASIH,positif
@alexander5559,"Mas Gibran, kalo bisa membaca, dibaca ya comment rakyatmu ini. Kalo kebanyakan menghujat, berarti Mas ga berguna dan ga dibutuhkan.",negatif
@sjw6441,"Keren ya statmenya kena banget ""kita adalah petarung"" eh yang omong ngandelin bapak sama paman ckckckck",negatif
@petepatuanpatuan5078,"Di hina tidak tumbang, di puji tidak pantas",negatif
@indrapramudityadamami3795,"Yg paling disesalkan adalah, kenapa orang ini confident bgt dengan nol kemampuan di atas rata rata",negatif
@tlempos6765,Videonya gak penting tapi seneng baca komennya,negatif
@MuhammadHadyRianto,"Ingat guys, beberapa rupiah pajak kita dipake buat beli likes di video ini",netral
@Naidayo,"beliau ini ngomongin animasi di Indonesia, padahal sendirinya sama sekali gak ada dukungan buat animator Indonesia dan memilih pakai AI, giliran animator Indonesia sukses dengan animasinya tanpa AI, beliau ini baru memuji hasilnya, minimal jangan cari muka atas kesuksesan akan sesuatu, malu maluin asli    sama tambahan lagi, semua yang diomongin beliau ini bullshit, Indonesia emas itu nggak akan terjadi, kenapa? pikir aja sendiri, kan harusnya orang pemerintahan pinter2 ya, nggak mungkin dong ijazah nya palsu :D",positif
@lutfisetiabudi83,"Pak wapres , lgsg saja seminar dikampus atau didepan para pengusaha, tdk semua suka liat konten soalnya",negatif
@bogam6279,Artificial Intelligence sangat dibutuhkan untuk orang dengan trait Natural Stupidity. Ini contohnya,netral
@byan6512,Pajak kalian tuh dibeliin like buat yotube,negatif
@itsmeghulam,baru kali ini lebih excited liat iklan di YT ketimbang kontennya,positif
@ryanpebriansyah1068,buka YouTube - cari channel Gibran - buka video terbaru - video baru 3 detik langsung PAUSE - lanjut baca komen.    siapa yang begini?,netral
@andrepantoiyo9917,Yang datang kesini cuman buat : 1. Dislike 2. Jedain videonya 3. Sambil Baca komen,negatif
@arjunasinurat3514,"AI itu enggak akan menggantikan manusia, jadi AI itu bukan ancaman! Manusia yang tidak menggunakan AI, akan dikalahkan oleh manusia yang menggunakan AI.  catat!  jdi klo mo kreatif pake AI. tarik kesimpulan aja, capek kali mikir² lain.",negatif
@fachrulmuchyidin7448,"Kebenaran akan mencari jalannya sendiri & Kebohongan tidak akan bisa ditutupi selamanya..., Kelihatan sekali klo baca teks & bukan kemampuan dari dalam sang monolog..., Sangat menyedihkan buat seluruh rakyat indonesia dg kapasitas pemimpinnya yg seperti ini...",negatif
@aboyaulia1907,"Siapapun adminnya tolong kasih tau bosmu suruh bacain isi komentar vidio ini, karena kami yakin doi gak lagi sibuk sibuk banget, banyak waktu luang buat baca isi komentar sambil rebahan. Terimakasih admin",netral
@Pepen60,"31 ribu DISLIKE, YUK BISA  YUK TEMBUSIN 100 RB DISILKE, SEBELUM ""GTA 6 RILIS""",netral
@HariSoe-i2e,Tolong Om Roy Suryo cek juga ijazah nya ni,netral
@TheKid-o1b,"Jadi inget kata-kata Tong Samcong, ""Isi adalah kosong, kosong adalah Samsul""",netral
@febrimarta8955,"Jujur, gw liat VT di tiktok trus penasaran, pas liat aslinya di detik ke 3 gw pause, trus lihat komentar komentarnya. Ini baru hiburan",negatif
@iqbal_m,"Ingfo 19 juta lapangan kerja nya dong, gw udah usia 25 (udah kadaluarsa kayanya). Barangkali para pendukungnya mau nyariin buat kita², karena gw yakin yg seumuran dgn saya masi banyak yg belom bekerja dengan layak",negatif
@alexanderrudolf8918,"Bang tutorial usaha bangkrut tapi tetep kaya kek gmna bang,,,nnya ke ai, ai nya error",negatif
@MrYanuar97,Datang cuma buat klik dislike doang angkat tangan,netral
@Riski123-j2y,DATANG KE KAMPUS FORUM KEBANGSAAN GITULOO.. SEJAUH MANA KECERDASAAN DN WAWASAN TENTANG BANGSA INI...,positif
@ItzOwnerZero,"Ngomongin Industri Animasi Anak Bangsa karena film 'Jumbo' laris rame padahal dirinya kampanye pake AI dan ngucapin Idul Fitri pake AI dengan nyomot dari film 'Dune'  Kok jadi orang udh FOMO, Karbit, dan gatau malu pula",netral
@colipgaming,Like nya tumben bnyk wkwkw,positif
@izazimulyaputra387,"⅗ bagian video di awal..muter2 ngasi tau adanya bonus demografi yg perlu dimanfaatkan  ⅕ slanjutnya..ngasi contoh generasi muda yg berprestasi  ⅕ terakhir penyemangat..  Kirain akan ada gagasan/trobosan yg akan diusulkan ke generasi muda..ternyata cuma ""mbangunin"" aja bahwa kita bisa. Itu mah udh pada sadar + Generasi muda mah g takut dengan tantangan. Whether generasi muda yg modalnya otak tanpa skill ato sbaliknya, atau ada 22nya. Yg generasi muda takutkan itu ""kepala"" yg ""kosong""..",negatif
@sherlyanatasya4675,"Nonton ferry irwandi berasa seperti sedang diberikan kuliah umum oleh dosen, tapi ketika nonton video ini berasa seperti melihat anak smp sedang presentasi  mohon maaf bapak wapres prihal kejujuran ini",netral
@biaghifari,"Edan taktik fufufafa, suntik like jadi 92rb",netral
@MPH-CHANNEL,Gila buzzernya,positif
@buhayakelua1259,Mending ngelike cuitan fufufafa lebih lucu daripada konten ini,netral
@fisabilakbar,Coba dong pak wapres mampir ke kampus kita untuk diskusi mengenai bonus demografi yg akan kita tuju itu Biar kita bisa saling bercakap cakap perihal itu,netral
@jojo8axis,buzzer-buzzernya pun tidak sanggup menutupi banyak komenan negatifnya,negatif
@BlackCat-h3o,Isinyaa pada hate sama sarkas semuaa njirr  Pak wakil lu ternyataa bisa nyatuin kitaa,positif
@KangMinhee-ki8pw,"UKT naik, Pak. Banyak anak terancam tidak bisa kuliah. Kesempatan seperti apa yang sedang bapak bicarakan sekarang jika proses dalam meraih pendidikan berkualitas sekarang dipersulit?",netral
